turkey,76.0982,2005-2010,Secondary
uganda,21.842,2005-2010,Secondary
ukraine,91.8332,2005-2010,Secondary
united kingdom,107.0397,2005-2010,Secondary
united states of america,95.9485,2005-2010,Secondary
uruguay,108.52395,2005-2010,Secondary
uzbekistan,87.5345,2005-2010,Secondary
venezuela,85.718,2005-2010,Secondary
western asia,68.6381,2005-2010,Secondary
yemen,30.2893,2005-2010,Secondary
afghanistan,35.31785,2010-2015,Secondary
albania,91.5712,2010-2015,Secondary
algeria,100.11875,2010-2015,Secondary
angola,20.992600000000003,2010-2015,Secondary
anguilla,112.6281,2010-2015,Secondary
antigua and barbuda,115.671,2010-2015,Secondary
argentina,106.8763,2010-2015,Secondary
armenia,96.0827,2010-2015,Secondary
aruba,105.22,2010-2015,Secondary
austria,97.2458,2010-2015,Secondary
bahamas,86.7517,2010-2015,Secondary
bahrain,96.36785,2010-2015,Secondary
bangladesh,58.6299,2010-2015,Secondary
barbados,105.5627,2010-2015,Secondary
belarus,105.44194999999999,2010-2015,Secondary
belgium,170.00835,2010-2015,Secondary
belize,79.9363,2010-2015,Secondary
benin,45.8066,2010-2015,Secondary
bermuda,82.86680000000001,2010-2015,Secondary
bhutan,78.6051,2010-2015,Secondary
bolivia,89.25710000000001,2010-2015,Secondary
brazil,105.167,2010-2015,Secondary
british virgin islands,103.29735,2010-2015,Secondary
brunei darussalam,99.98214999999999,2010-2015,Secondary
bulgaria,95.24945,2010-2015,Secondary
burkina faso,23.5961,2010-2015,Secondary
burundi,28.115000000000002,2010-2015,Secondary
cabo verde,97.82050000000001,2010-2015,Secondary
cameroon,52.8349,2010-2015,Secondary
canada,105.40395000000001,2010-2015,Secondary
central african republic,11.9232,2010-2015,Secondary
chad,13.83915,2010-2015,Secondary
chile,96.25909999999999,2010-2015,Secondary
china,88.0127,2010-2015,Secondary
"china, hong kong sar",94.3437,2010-2015,Secondary
"china, macao sar",89.16905,2010-2015,Secondary
colombia,100.5036,2010-2015,Secondary
comoros,63.1437,2010-2015,Secondary
congo,48.8121,2010-2015,Secondary
cook islands,88.0536,2010-2015,Secondary
costa rica,113.31309999999999,2010-2015,Secondary
croatia,101.9365,2010-2015,Secondary
cuba,92.389,2010-2015,Secondary
curaçao,90.792,2010-2015,Secondary
cyprus,95.72485,2010-2015,Secondary
czechia,99.9453,2010-2015,Secondary
côte d’ivoire,31.8425,2010-2015,Secondary
dem. rep. of the congo,32.8238,2010-2015,Secondary
denmark,126.0826,2010-2015,Secondary
djibouti,42.2003,2010-2015,Secondary
dominica,91.5059,2010-2015,Secondary
dominican republic,83.49025,2010-2015,Secondary
eastern asia,88.2776,2010-2015,Secondary
ecuador,103.27715,2010-2015,Secondary
egypt,74.27725000000001,2010-2015,Secondary
el salvador,73.04445,2010-2015,Secondary
eritrea,48.96875,2010-2015,Secondary
estonia,106.7027,2010-2015,Secondary
eswatini,70.0602,2010-2015,Secondary
ethiopia,33.6315,2010-2015,Secondary
europe,103.5089,2010-2015,Secondary
fiji,94.3446,2010-2015,Secondary
finland,131.7875,2010-2015,Secondary
france,105.5941,2010-2015,Secondary
gambia,49.0665,2010-2015,Secondary
georgia,99.1421,2010-2015,Secondary
germany,99.20235,2010-2015,Secondary
ghana,62.0326,2010-2015,Secondary
greece,101.80465,2010-2015,Secondary
grenada,114.79645,2010-2015,Secondary
guatemala,50.95335,2010-2015,Secondary
guinea,31.0408,2010-2015,Secondary
guyana,95.55154999999999,2010-2015,Secondary
honduras,63.1525,2010-2015,Secondary
hungary,100.46775,2010-2015,Secondary
iceland,114.4507,2010-2015,Secondary
india,68.07204999999999,2010-2015,Secondary
indonesia,79.52189999999999,2010-2015,Secondary
iran,80.07900000000001,2010-2015,Secondary
ireland,119.9777,2010-2015,Secondary
israel,104.16325,2010-2015,Secondary
italy,102.16645,2010-2015,Secondary
jamaica,85.5839,2010-2015,Secondary
jordan,75.2171,2010-2015,Secondary
kazakhstan,103.35075,2010-2015,Secondary
kuwait,97.5539,2010-2015,Secondary
kyrgyzstan,89.30825,2010-2015,Secondary
lao people's dem. rep.,49.1252,2010-2015,Secondary
latin america & the caribbean,94.96865,2010-2015,Secondary
latvia,107.15735000000001,2010-2015,Secondary
lesotho,67.38515000000001,2010-2015,Secondary
liberia,33.5757,2010-2015,Secondary
liechtenstein,101.6371,2010-2015,Secondary
lithuania,104.9836,2010-2015,Secondary
luxembourg,102.8212,2010-2015,Secondary
madagascar,37.9808,2010-2015,Secondary
malawi,33.0839,2010-2015,Secondary
malaysia,84.51195000000001,2010-2015,Secondary
mali,34.67335,2010-2015,Secondary
malta,97.1714,2010-2015,Secondary
mauritania,29.1162,2010-2015,Secondary
mauritius,96.06035,2010-2015,Secondary
mexico,95.2208,2010-2015,Secondary
mongolia,94.7508,2010-2015,Secondary
montenegro,98.1458,2010-2015,Secondary
montserrat,180.4348,2010-2015,Secondary
morocco,61.49355,2010-2015,Secondary
mozambique,27.0245,2010-2015,Secondary
myanmar,50.7571,2010-2015,Secondary
nauru,83.1683,2010-2015,Secondary
